id,title,decision_llm,audit_reason_llm,decision_no_llm,audit_reason_no_llm
https://openalex.org/W3088726308,Comparison of image edge detection methods on potholes road images,REJECTED,"The abstract contains significant Indonesian text (e.g., 'Dinas pekerjaan Umum'), failing the language check, but the semantic content of the abstract aligns perfectly with the title regarding pothole edge detection methods.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7379 >= 0.50)
https://openalex.org/W4393271772,PENGOLAHAN FOTO UDARA UAV (UNMANNED AERIAL VEHICLE) MENGGUNAKAN SOFTWARE AGISOFT METASHAPE,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately reflects the title's content regarding UAV photo processing with Agisoft Metashape.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6689 >= 0.50)
https://openalex.org/W4233547080,OPTIMASI CONJUGATE GRADIENT PADA BACKPROPAGATION NEURAL NETWORK UNTUK PREDIKSI HASIL TANGKAP IKAN,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the research methodology and results mentioned in the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6012 >= 0.50)
https://openalex.org/W2910347393,Feature Extraction Shape Kawi Numbers and Java Images Using The Zernike Moment,REJECTED,"The text contains significant non-English words (e.g., 'Kawi', 'Javanese', 'Jawa') and grammatical structures typical of Indonesian, failing the English language check. However, the abstract semantically aligns with the title regarding Zernike Moment feature extraction for Kawi and Java numbers.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8522 >= 0.50)
https://openalex.org/W4312046946,Application of Hough Transformation Method for Value Analysis Rupiah Coins,REJECTED,"The abstract is written in Indonesian, not English, although the semantic content of the title and abstract matches perfectly.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7956 >= 0.50)
https://openalex.org/W2970840028,SISTEM SECURITY WEBCAM DENGAN MENGGUNAKAN MICROSOFT VISUAL BASIC (6.0),REJECTED,"The title is in Indonesian, failing the language check, but the abstract semantically matches the title by discussing webcam security systems.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5849 >= 0.50)
https://openalex.org/W2988121089,"Face recognition system using Viola Jones, histograms of oriented gradients and multi-class support vector machine",REJECTED,"The abstract is written in Indonesian, failing the language check, although the technical content of the abstract aligns well with the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6150 >= 0.50)
https://openalex.org/W2916047429,MODEL PREDIKSI CURAH HUJAN HARIAN MENGGUNAKAN JARINGAN SYARAF TIRUAN BACKPROPAGATION,REJECTED,"The title is in Indonesian ('MODEL PREDIKSI CURAH HUJAN...'), while the abstract is in English, failing the language consistency check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5526 >= 0.50)
https://openalex.org/W2592251570,KRIPTOGRAFI FILE CITRA MENGGUNAKAN ALGORITMA TEA (TINY ENCRYPTION ALGORITHM),REJECTED,"The title is in Indonesian ('KRIPTOGRAFI FILE CITRA...'), while the abstract is in English, failing the language consistency check. However, the abstract's content accurately reflects the title's subject matter regarding image encryption using the TEA algorithm.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5548 >= 0.50)
https://openalex.org/W2944299116,Texture Features Extraction of Human Leather Ports Based on Histogram,REJECTED,"The title refers to 'Human Leather Ports' (likely a mistranslation of skin pores), while the abstract discusses 'skin problems' and 'skin type' (dry, moist, oily). The semantic content does not match because the title incorrectly identifies the subject as leather rather than human skin.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5367 >= 0.50)
https://openalex.org/W3048418074,PENENTUAN PARAMETER LEARNING RATE SELAMA PEMBELAJARAN JARINGAN SYARAF TIRUAN BACKPROPAGATION MENGGUNAKAN ALGORITMA GENETIKA,REJECTED,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract's content accurately reflects the title's subject matter regarding learning rate determination using genetic algorithms for backpropagation neural networks.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6007 >= 0.50)
https://openalex.org/W4221125545,Face Recognition Using Histogram of Oriented Gradients with TensorFlow in Surveillance Camera on Raspberry Pi,REJECTED,"The text is written in English, but the abstract contains significant grammatical errors and non-native phrasing (e.g., 'the requiring party', 'it will be taken the extraction value'), indicating it is not primarily English in a standard academic sense. However, the semantic content of the abstract perfectly matches the title regarding face recognition, HOG, TensorFlow, and Raspberry Pi implementation.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7605 >= 0.50)
https://openalex.org/W4376478324,KLASIFIKASI TINGKAT KEMATANGAN BUAH PEPAYA CALIFORNIA DALAM RUANG WARNA HSV (HUE SATURATION VALUE) DENGAN ALGORITMA K-NEAREST NEIGHBORS,REJECTED,"The title contains significant Indonesian words ('KLASIFIKASI', 'TINGKAT', 'KEMATANGAN', 'BUAH', 'PEPAYA', 'DALAM', 'RUANG', 'WARNA', 'DENGAN') and the abstract is written in Indonesian, failing the language check. However, the abstract accurately describes the title's subject matter regarding papaya ripeness classification using HSV colors and K-NN algorithms, so the semantic match is true.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5164 >= 0.50)
https://openalex.org/W3108992338,Backpropagation Neural Network for Book Classification Using the Image Cover,REJECTED,"The abstract contains the phrase 'classify books in Bahasa (Bahasa Indonesia)', indicating the primary language of the content is Indonesian, not English. However, the abstract semantically matches the title as it describes the exact methodology and goal mentioned in the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7222 >= 0.50)
https://openalex.org/W3187012089,Lecturer Attendance System using Face Recognition Application an Android-Based,REJECTED,"The text contains significant non-English phrasing (e.g., 'Related to this, causing the author is to try to research'), indicating it is not primarily English, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6632 >= 0.50)
https://openalex.org/W3043834358,Feature extraction in batik image geometric motif using canny edge detection,REJECTED,The abstract contains only a citation fragment and does not provide semantic content to match the title.,APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7164 >= 0.50)
https://openalex.org/W3046888033,KOMPARASI ALGORITMA DENOISING DAN BINARIZATION DENGAN ADAPTIVE THRESHOLDING DAN MORFOLOGI UNTUK MENIGKATKAN KUALITAS KETERBACAAN CITRA NASKAH LONTAR (TAKEPAN) SASAK,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract semantically matches the title by discussing the comparison of denoising and binarization algorithms for Sasak Lontar manuscripts.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6508 >= 0.50)
https://openalex.org/W4200600738,Classification of Bird Based on Face Types Using Gray Level Co-Occurrence Matrix (GLCM) Feature Extraction Based on the k-Nearest Neighbor (K-NN) Algorithm,REJECTED,"The abstract is written in Indonesian, failing the language check, but the content semantically matches the title regarding bird classification using GLCM and K-NN.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7556 >= 0.50)
https://openalex.org/W4286945951,Penerapan Metode Convolution Neural Network (CNN) Pada Aplikasi Automatic Lip Reading,REJECTED,"The title contains Indonesian words ('Penerapan', 'Pada', 'Aplikasi'), making the primary language not English. However, the abstract is a coherent summary of the paper's content regarding CNN and lip reading, matching the title semantically.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6466 >= 0.50)
https://openalex.org/W3176590655,The implementation of k-means algorithm to determine the quality of teak wood in image based on the texture,REJECTED,"The title is in English, but the abstract is written in Indonesian, failing the language check. However, the abstract's content directly addresses the title's subject matter regarding the K-means algorithm for teak wood quality assessment, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8928 >= 0.50)
https://openalex.org/W4400617836,Arabic Character Recognition Using CNN LeNet-5,REJECTED,"The title and abstract are semantically consistent, discussing Arabic character recognition using LeNet-5, but the text is written in Indonesian, not English.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7095 >= 0.50)
https://openalex.org/W2962583471,PENGGUNAAN MODEL HIDDEN MARKOV DAN METODE NEURAL NETWORK SEBAGAI PENERAPAN TEKNOLOGI PENGENALAN WAJAH,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the face recognition methods mentioned in the title, satisfying the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5335 >= 0.50)
https://openalex.org/W4393288176,MEMBANDINGAN METODE JARINGAN SYARAF TIRUAN BACKPROPAGATION DAN LEARNING VECTOR QUANTIZATION DENGAN OPENCV PADA PENGENALAN WAJAH,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the methods and goals mentioned in the title, satisfying the matching check.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5480 >= 0.50)
https://openalex.org/W2337577938,PENERAPAN ALGORITMA K-MEANS PADA KOMPRESI ADAPTIF CITRA MEDIS MRI,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the K-means algorithm application for MRI image compression mentioned in the title, so the semantic content matches.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5885 >= 0.50)
https://openalex.org/W3114936669,"Classification of flower images using SVM method through the colour, texture and shape using Histogram, Haar Wavelet and Robert Cross methods",REJECTED,"The abstract contains significant portions of Indonesian text (e.g., 'flowers that grow in Indonesia', 'form of a flower and a bunch'), failing the language check, although the semantic content of the abstract aligns with the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8954 >= 0.50)
https://openalex.org/W2975169415,PERFORMANCE OF THE LM 386 SOUND SENSOR IN DETECTING FRUIT MATURITY BASED ON SOUND FREQUENCY,REJECTED,"The text contains English keywords but the abstract is written in Indonesian (e.g., 'In this study a test... was carried out', 'watermelon traders', 'ready to be sold'), failing the language check. The semantic content of the title and abstract matches perfectly.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6710 >= 0.50)
https://openalex.org/W3083107585,Image Classification with Shell Texture Feature Extraction Using Local Binary Pattern (LBP) Method,REJECTED,"The abstract contains significant non-English words (e.g., 'shellfish', 'cockles', 'feather shell') and grammatical structures inconsistent with standard English, failing the language check. However, the semantic content of the abstract directly supports the title regarding shell image classification using LBP.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7600 >= 0.50)
https://openalex.org/W2905929642,IDENTIFIKASI SUARA MENGGUNAKAN METODE MEL FREQUENCY CEPSTRUM COEFFICIENTS (MFCC) DAN JARINGAN SYARAF TIRUAN BACKPROPAGATION,REJECTED,"The title contains significant Indonesian words ('IDENTIFIKASI', 'MENGGUNAKAN', 'DAN', 'JARINGAN', 'TIRUAN') and is not primarily in English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6123 >= 0.50)
https://openalex.org/W3005420652,ANALISIS INFORMASI CITRA ANATOMI MSCT THORAX DENGAN KASUS EFUSI PLEURA KANKER PARU PADA WINDOW MEDIASTINUM POST KONTRAS MENGGUNAKAN VARIASI NILAI WINDOW WIDTH,REJECTED,"The title contains significant Indonesian words (e.g., 'ANALISIS', 'CITRA', 'KANKER', 'PARU', 'MENGGUNAKAN', 'NILAI'), making the text not primarily English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6026 >= 0.50)
https://openalex.org/W4312402929,PENINGKATAN KUALITAS KARYAWAN GUNA MENINGKATKAN KEPUASAN PELANGGAN BINATU SEMARANG LAUNDRY &amp; DRY CLEANER,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract accurately reflects the title's topic regarding improving employee quality to increase customer satisfaction at Binatu Semarang Laundry, so the semantic match is true.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5647 >= 0.50)
https://openalex.org/W4402068818,Peramalan Harga Emas Antam Menggunakan Metode Generalized Autoregressive Conditional Heterokedasticity (GARCH),REJECTED,"The title contains significant Indonesian words ('Peramalan', 'Harga', 'Emas', 'Antam', 'Menggunakan', 'Metode') and the abstract includes Indonesian currency notation ('Rp'), indicating the primary language is not English. However, the abstract semantically matches the title as it discusses forecasting ANTAM gold prices using the GARCH method.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6540 >= 0.50)
https://openalex.org/W4402156882,Exploration of the Dempster-Shafer Theory for Diagnosing Hardware Damage: Comparative Study with the Certainty Factor Method,REJECTED,"The abstract concludes that the Certainty Factor method is more effective, which directly contradicts the title's implication of exploring the Dempster-Shafer theory (often associated with higher performance in such contexts) and the abstract's own data showing Dempster-Shafer has a significantly higher success rate (84.27% vs 14.51%). This logical inconsistency indicates a mismatch in semantic content.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8301 >= 0.50)
https://openalex.org/W4405637570,Implementasi Pengukuran Object Oriented Metrics (Studi Kasus Aplikasi Movie DB),REJECTED,"The title is in Indonesian ('Implementasi Pengukuran...'), failing the language check, while the abstract is in English and semantically matches the title's subject matter.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6539 >= 0.50)
https://openalex.org/W4409375821,ANALISIS KEAKURATAN HASIL TERJEMAHAN CHATGPT MENGGUNAKAN TEKNIK BACK TRANSLATION,REJECTED,"The title is in Indonesian, failing the language check, but the abstract semantically matches the title by discussing ChatGPT translation accuracy.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5514 >= 0.50)
https://openalex.org/W2739747536,Penerapan Histogram Equalization pada Optical Character Recognition Preprocessing,REJECTED,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract's content accurately reflects the title's subject matter regarding Histogram Equalization and OCR preprocessing.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7521 >= 0.50)
https://openalex.org/W4249519716,Penerapan Algoritma Vertical Bit Rotation (VBR) Dalam Penyimpanan File Online,REJECTED,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the VBR algorithm mentioned in the title, so they are semantically matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5433 >= 0.50)
https://openalex.org/W2615681168,"FEATURE RECOGNITION BERBASIS CORNER DETECTION DENGAN METODE FAST, SURF DAN FLANN TREE UNTUK IDENTIFIKASI LOGO PADA AUGMENTED REALITY MOBILE SYSTEM",REJECTED,"The title contains significant non-English words ('BERBASIS', 'DENGAN', 'UNTUK', 'PADA', 'MOBILE', 'SYSTEM' context implies Indonesian structure), failing the language check. However, the abstract is in English and semantically matches the title's topic of logo recognition using specific feature detection methods.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7172 >= 0.50)
https://openalex.org/W2791671943,ANALISIS REDUKSI DIMENSI PADA KLASIFIKASI MICROARRAY MENGGUNAKAN MBP POWELL BEALE,REJECTED,"The title is in Indonesian ('ANALISIS REDUKSI DIMENSI...'), while the abstract is in English, failing the language consistency check. However, the abstract's content regarding microarray dimension reduction and classification methods semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5554 >= 0.50)
https://openalex.org/W2905386910,CONTENT BASED IMAGE RETRIEVAL DENGAN METODE COLOR MOMENT DAN K-MEANS,REJECTED,"The title contains significant non-English words ('DENGAN', 'METODE', 'DAN'), making the primary language not English, though the abstract is in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7273 >= 0.50)
https://openalex.org/W2920885834,PENGENALAN IRIS MATA MENGGUNAKAN METODE TEMPLATE MATCHING CORRELATION,REJECTED,"The title contains significant Indonesian words ('PENGENALAN', 'IRIS', 'MATA', 'MENGGUNAKAN') and the abstract is written in English, failing the language consistency check. However, the abstract content accurately describes the title's subject matter regarding iris recognition using template matching.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6565 >= 0.50)
https://openalex.org/W2945746179,Image processing for snake indentification based on bite using Local Binary Pattern and Support Vector Machine method,REJECTED,"The text contains significant grammatical errors and non-standard phrasing (e.g., 'is a dangerous thing', 'if it is get wrong', 'would be result in death') that indicates it is not written in standard English, despite the title being in English. The abstract content, however, semantically matches the title regarding snake bite identification using image processing.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7261 >= 0.50)
https://openalex.org/W2952873372,Optimization Neuro Fuzzy Using Genetic Algorithm For Diagnose Typhoid Fever,REJECTED,"The text is written in English, but the title contains non-English words ('Neuro Fuzzy', 'Genetic Algorithm', 'Diagnose', 'Typhoid Fever' are often used as loanwords, but the phrase 'For Diagnose' is grammatically incorrect in English; however, the primary issue is that the abstract itself is written in Indonesian, not English. The abstract contains Indonesian phrases like 'an disease', 'an optimization problem', 'an easy thing to do', 'an indication variables', 'an 80% accuracy value', 'an value of pc 0.5'. These are clear indicators of Indonesian grammar and vocabulary applied to English words, making the language non-English. The title and abstract are semantically matching as they both discuss the same study.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8852 >= 0.50)
https://openalex.org/W2971802734,The Using of Thresholding and Region Merging Algorithm for Correcting the Multiple Choice Answer Sheets,REJECTED,"The text contains significant non-English words and grammatical errors (e.g., 'Citra', 'aplication', 'Webcam', 'gray degree', 'circles of agencies'), indicating it is not primarily written in English. However, the abstract semantically matches the title by discussing the use of thresholding and region merging algorithms for correcting multiple-choice answer sheets.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5506 >= 0.50)
https://openalex.org/W4319429874,RANCANG BANGUN APLIKASI PENCARIAN SLOT PARKIR KOSONG UNTUK KENDARAAN RODA EMPAT DENGAN PENDEKATAN COMPUTER VISION,REJECTED,"The title contains significant Indonesian words ('RANCANG BANGUN', 'PENCARIAN', 'KOSONG', 'KENDARAAN', 'RODA', 'EMPAT') and the abstract is written in English, failing the language consistency check. However, the semantic content of the title and abstract is highly relevant and matches.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5340 >= 0.50)
https://openalex.org/W2559987462,Arabic Text Encryption Using Artificial Neural Networks,REJECTED,"The title and abstract are written in Arabic, failing the language check, but they are semantically consistent as both describe an Arabic text encryption system using neural networks.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.8148 >= 0.50)
https://openalex.org/W2789387645,"COMPARISON OF BACKGROUND SUBTRACTION, SOBEL, ADAPTIVE MOTION DETECTION, FRAME DIFFERENCES, AND ACCUMULATIVE DIFFERENCES IMAGES ON MOTION DETECTION",REJECTED,"The text is written in Indonesian (e.g., 'Nowadays, digital image processing is not only used to recognize motionless objects...' contains Indonesian grammar and vocabulary like 'namely', 'terdapat', and sentence structures typical of Indonesian academic writing, despite some English loanwords). The title and abstract are semantically matching as they both discuss the same motion detection methods.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7775 >= 0.50)
https://openalex.org/W2894796233,Performance analysis of steganography alphanumeric text in the text based on Indonesian linguistic,REJECTED,"The text is primarily written in Indonesian, failing the language check. However, the abstract semantically matches the title by discussing steganography and Indonesian linguistic patterns.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7315 >= 0.50)
https://openalex.org/W2919735721,PENGENALAN POLA SUARA MANUSIA BEREKSTENSI FILE WAV MENGGUNAKAN METODE FAST FOURIER TRANSFORM DAN BAYES,REJECTED,"The title is in Indonesian, failing the language check, but the abstract content semantically matches the title's subject matter regarding human voice pattern recognition using FFT and Bayes methods.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5423 >= 0.50)
https://openalex.org/W2974620797,ANALISIS TEKSTUR PADA CITRA IRIS MATA MENGGUNAKAN ALGORITMA GRAY LEVEL CO-OCCURENCY MATRIX,REJECTED,"The title contains significant Indonesian words ('ANALISIS', 'CITRA', 'IRIS', 'MENGGUNAKAN') and the abstract is written in broken English with Indonesian grammatical structures, failing the language check. However, the abstract content directly addresses the title's topic of iris texture analysis using GLCM.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5001 >= 0.50)
https://openalex.org/W3029046103,Digitization of Batak Manuscripts Using Methods Learning Vector Quantization (LVQ),REJECTED,"The abstract is written in Indonesian, not English, although the title and abstract are semantically consistent.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7153 >= 0.50)
https://openalex.org/W3116685390,Pengenalan Pola Lintasan Berbasis Neural Network Pada Prototype Self-Driving Car,REJECTED,"The title contains significant Indonesian words ('Pengenalan', 'Lintasan', 'Pada', 'Prototype') and is not primarily English, although the abstract is written in English and semantically matches the title.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.5967 >= 0.50)
https://openalex.org/W3129307349,"Analysis of Groundwater Quality in Dusun Salam and Randuacir, Argomulyo District",REJECTED,"The text is written in Indonesian (e.g., 'Dusun', 'hamlets', 'Government Regulation No. 82 of 2001 concerning Water Quality Management'), failing the language check. However, the abstract semantically matches the title as it details the groundwater quality analysis in the specified locations.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7622 >= 0.50)
https://openalex.org/W4255423934,ANALISIS JENIS PENYAKIT PARU-PARU BERDASARKAN CHEST X-RAY MENGGUNAKAN METODE FUZZY C-MEANS,REJECTED,"The title is in Indonesian, failing the language check, but the abstract accurately describes the title's content regarding lung disease analysis using chest X-rays and Fuzzy C-Means.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.6060 >= 0.50)
https://openalex.org/W4313409811,Characteristic Estimator of Interval-Censored Binomial Data and Its Application,REJECTED,"The text is written in Indonesian (e.g., 'This study aims to determine' is a translation artifact, but phrases like 'The last is to determine' and the overall structure indicate non-native/Indonesian academic writing style common in Indonesian papers, though strictly speaking, the words are English. However, looking closer, the text is actually English with some awkward phrasing typical of non-native speakers, but the prompt asks if it is 'primarily English'. The text IS English. Let me re-evaluate. The text uses English vocabulary and grammar, despite being slightly awkward. It is not Indonesian script. Therefore, is_english should be true. Wait, let me re-read the criteria: 'Is the text written in English? Output false if it is in other languages.' The text is English. The previous thought about Indonesian was a hallucination based on the topic. The text is English. So is_english is true. The title and abstract match perfectly as the abstract explains the title's content. So is_matching is true.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7427 >= 0.50)
https://openalex.org/W2035208456,Design The Cervical Cancer Detector Use The Artificial Neural Network,REJECTED,"The text contains significant grammatical errors and non-standard phrasing (e.g., 'contagious diseases', 'cancer cervics detector') indicating it is likely written in Indonesian or another language, not English. However, the abstract semantically matches the title by discussing the design of a cervical cancer detector using an artificial neural network.",APPROVED,FastText passed English detection. | Passed vector verification (similarity: 0.7448 >= 0.50)
